Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
766,4776067,131817.0,1920,1,95,48.5,,,,40.717744,-74.003297,1.0,33.0,4.6337576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,2607418,675986.0,1962,1,100,123.7,13.3,,24.36,40.743478,-73.98607,5.0,56.0,,3.1929424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,3204896,115223.0,1963,1,100,92.2,4.2,0.0,,,,,,6.5011396,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,4945797,185016.0,1953,2,100,79.2,5.0,0.7,36.74,,,,,6.5620203,3.603866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9399,3538132,155586.0,1937,1,100,63.7,3.1,0.6,50.41,40.675098,-73.94787,8.0,315.0,6.08632,3.9201896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,3094711,57122.0,1926,1,100,85.0,9.2,0.6,,40.660528,-73.96064399999999,9.0,79802.0,5.190732,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2663781,71151.0,1928,1,100,96.7,5.4,0.1,38.19,40.739278999999996,-73.98629100000001,6.0,68.0,6.081534,3.6425736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,3351449,1800000.0,1985,1,100,139.9,21.0,0.7,54.97,40.758267,-73.98546800000001,5.0,119.0,8.797775,4.006788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,3433036,64885.0,1927,1,100,84.8,5.0,0.7,135.33,40.817599,-73.941227,10.0,230.0,5.544396,4.9077163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,5860947,151960.0,1961,1,100,75.1,10.0,0.4,,,,,,5.8429646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,5832850,192000.0,1951,1,100,47.8,3.3,0.4,23.33,40.794364,-73.973874,7.0,183.0,6.066108,3.14974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,2617519,112898.0,1961,1,100,128.6,10.8,0.0,85.1,40.732592,-73.983417,6.0,48.0,2.6390574,4.443827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2327,2636846,62000.0,1917,1,100,68.8,13.0,,29.83,40.750013,-73.98236899999999,5.0,82.0,4.6530075,3.3955145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10766,4917435,88400.0,2007,1,100,64.3,,,,40.641735,-73.986599,12.0,226.0,4.5304465,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,2805329,57195.0,1920,1,100,84.1,3.8,0.7,43.05,40.842052,-73.940189,12.0,253.0,5.3724966,3.7623622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,1472861,2438059.0,1970,1,85,91.2,12.4,,18.15,40.761522,-73.983994,5.0,131.0,,2.8986704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6494,5734160,50411.0,2008,1,100,63.1,2.3,,110.6,40.828818,-73.90826899999999,3.0,185.0,4.9938283,4.70592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6141,4406110,51348.0,1937,1,100,121.9,3.5,1.1,,40.86338,-73.929509,12.0,287.0,5.704116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,4951944,151686.0,1988,1,100,118.7,12.4,0.8,49.22,40.744871999999994,-73.98005400000001,6.0,72.0,5.395444,3.8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,2806367,387094.0,1977,1,100,87.3,6.7,0.7,46.72,40.751583000000004,-73.970383,6.0,90.0,7.1840982,3.8441725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,4926023,68870.0,1923,1,100,110.0,5.6,1.0,82.33,40.853970000000004,-73.914792,5.0,24501.0,5.799093,4.4107356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400,3116986,90273.0,1930,1,100,76.2,3.9,0.6,45.78,,,,,5.724891,3.8238473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,4401394,78646.0,1911,1,100,162.4,11.4,0.4,92.08,40.740393,-73.988947,5.0,56.0,6.471264,4.522658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2657973,53449.0,1925,1,100,73.4,5.7,,,40.749918,-73.995886,4.0,97.0,5.370638,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2900365,113284.0,1908,1,100,100.3,8.1,0.0,15.28,40.740649,-73.99140799999999,5.0,58.0,6.4567695,2.7265449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380,4370740,80500.0,1928,1,100,76.4,3.8,0.7,65.34,40.667289000000004,-73.961722,9.0,213.0,5.593223,4.1796045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,2972694,67200.0,1960,1,100,61.5,1.0,0.6,54.68,,,,,5.364573,4.001498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,2679444,251500.0,1963,1,100,94.7,5.6,,,40.711383000000005,-73.98265,3.0,202.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,4572340,387428.0,1940,1,100,109.1,9.8,0.8,,40.767309999999995,-73.980141,5.0,137.0,7.3866568,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,2800905,68992.0,1902,1,100,53.5,1.1,0.5,31.13,40.786736,-73.95451,8.0,16001.0,5.2040067,3.4381719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,4406347,78300.0,1931,1,100,87.3,4.0,0.8,,40.834386,-73.9009,3.0,149.0,5.719984,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13934,5871963,299456.0,1960,2,100,62.8,4.3,0.5,,,,,,6.6427474,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5710,4979804,55320.0,1926,1,95,43.9,3.9,0.0,89.29,40.821625,-73.956878,9.0,22301.0,4.7899885,4.4918895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7260,4399624,96722.0,1927,1,100,71.7,4.4,0.6,,40.849940000000004,-73.917837,5.0,21501.0,5.666773,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8658,2653832,55800.0,1962,1,100,115.7,5.9,,104.19,40.829553999999995,-73.81484499999999,10.0,160.0,6.020538,4.6462164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,4414963,620552.0,1964,1,100,24.5,3.5,0.1,,40.713609999999996,-74.008989,1.0,21.0,6.0246577,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11439,4406053,60500.0,1940,1,100,11.8,3.5,,,40.609152,-73.955434,15.0,552.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,1422300,524937.0,1972,1,80,115.4,13.0,0.0,14.22,40.742452,-73.986817,5.0,56.0,4.018183,2.6546495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,4175563,100738.0,2013,1,100,113.5,19.2,0.0,75.39,40.750485999999995,-73.987256,5.0,84.0,-0.35667497,4.3226748,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2384128,81000.0,1964,1,100,121.9,7.2,1.0,53.96,40.769146,-73.95117900000001,8.0,132.0,6.103006,3.988243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,2664118,1142297.0,1972,1,100,126.4,8.9,0.9,46.59,40.758725,-73.961803,6.0,10601.0,8.505566,3.8413858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992,3527046,98607.0,2007,1,100,94.9,13.0,0.5,93.17,40.689525,-73.987452,2.0,43.0,5.5541215,4.5344257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,4852069,103290.0,1917,1,100,81.8,16.6,0.3,,40.74342,-73.98401700000001,5.0,74.0,4.7596064,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12658,4380195,98400.0,1940,1,100,70.4,,,67.4,,,,,5.888601,4.210645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,2539077,263438.0,1905,1,100,69.2,,0.0,10.95,40.766993,-73.987531,4.0,139.0,5.32301,2.3933394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,4037237,128517.0,2008,1,100,83.2,9.0,0.6,41.22,,,,,5.6043305,3.7189236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,2945307,55395.0,1916,1,100,85.7,7.6,0.6,,40.745444,-73.98673000000001,5.0,74.0,5.2083926,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12836,3112135,192640.0,1964,1,100,85.2,4.7,0.7,40.58,,,,,6.556494,3.7032754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,4413400,54976.0,1924,1,100,75.9,4.4,0.4,32.7,40.776367,-73.97840500000001,7.0,157.0,5.313206,3.487375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13053,4408029,111750.0,1952,1,100,65.5,3.6,0.6,40.24,,,,,5.7905717,3.6948617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,5857303,70704.0,1935,1,100,92.2,4.3,0.8,88.58,40.8559,-73.868667,11.0,22401.0,5.6664267,4.4839063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,4406344,68320.0,1935,1,100,123.1,6.6,1.1,,40.848110999999996,-73.909063,5.0,22701.0,5.894403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,5815594,61800.0,1927,1,100,125.2,9.2,,189.91,40.844322999999996,-73.909408,4.0,22902.0,6.0735054,5.24655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,4278872,131040.0,1941,1,100,82.5,3.8,0.6,,40.645663,-73.961381,14.0,51001.0,6.237934,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,2817712,54220.0,1930,1,100,111.5,4.4,1.0,160.46,40.843858000000004,-73.941283,12.0,253.0,5.6225724,5.078045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,3120038,75547.0,1931,1,100,79.0,,,25.15,40.746676,-73.988462,5.0,76.0,5.6171346,3.2248578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,3121317,109157.0,1928,1,100,73.6,4.9,0.0,,40.776112,-73.957565,8.0,140.0,6.202738,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,4040431,50795.0,2002,1,100,55.3,15.6,0.0,27.79,40.741966999999995,-73.998181,4.0,87.0,0.47000363,3.3246763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,4926071,96545.0,1926,1,100,113.6,3.3,0.3,,40.879327,-73.87707900000001,7.0,423.0,6.5167847,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6252,2705494,80927.0,1960,1,100,77.8,4.9,0.6,,40.856285,-73.933948,12.0,279.0,5.583496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10467,4907682,51846.0,1931,1,100,87.8,4.3,0.8,809.88,40.656688,-73.960704,9.0,79802.0,5.3023095,6.696886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14297,5832549,66580.0,1962,2,100,85.5,,0.8,,,,,,5.9129624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,2669177,120542.0,1925,1,100,69.3,4.4,0.5,26.83,40.800615,-73.969284,7.0,191.0,5.939645,3.2895207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4718,4038897,57726.0,1922,1,100,79.2,5.2,0.3,23.19,40.782692,-73.959153,8.0,15002.0,5.4781356,3.143721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12426,2816284,136000.0,1969,1,100,144.0,10.5,1.2,74.23,,,,,6.986751,4.3071685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,1273461,205020.0,1957,1,100,69.8,,,,40.760703,-73.975634,5.0,104.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10174,4956905,75233.0,2009,1,95,71.5,5.7,0.5,79.93,40.661951,-73.908776,16.0,916.0,5.3375382,4.381151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,4038883,79852.0,1911,1,100,88.1,5.4,0.6,,40.792682,-73.97675699999999,7.0,179.0,5.772375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9360,2797187,83559.0,2006,1,100,81.7,4.0,0.7,,40.671335,-73.960977,8.0,217.0,5.885548,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12663,4412074,56636.0,1938,1,100,80.7,3.0,0.7,56.27,,,,,5.349961,4.0301614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,3114476,216621.0,2008,1,100,58.2,11.0,0.2,25.17,40.757220000000004,-73.968265,6.0,98.0,5.5369406,3.2256527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144,4956920,87429.0,2009,1,95,70.1,4.7,0.5,,40.670111,-73.91279200000001,16.0,924.0,5.5101976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,3513340,80800.0,1910,1,100,48.9,7.8,,,40.744681,-73.99302,4.0,91.0,4.891852,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6332,2817607,158247.0,1929,1,100,132.1,,,,40.866769,-73.923825,12.0,295.0,7.1521907,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,3520097,85716.0,1927,1,100,114.5,3.2,1.1,,40.651617,-73.965144,14.0,50804.0,6.2923098,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,2956338,82956.0,1928,1,100,70.1,0.8,0.7,101.65,40.855858000000005,-73.86569899999999,11.0,22403.0,5.6960864,4.621536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,2813969,54826.0,1928,1,100,83.4,,,114.95,40.647282000000004,-73.96019799999999,14.0,51002.0,5.5085783,4.7444973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13863,2805424,73000.0,1963,1,100,67.8,4.1,,48.93,,,,,5.7751727,3.8903906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,3066957,552775.0,1931,1,100,96.7,19.9,,,40.757661,-73.990832,4.0,115.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,3481971,67324.0,2000,1,100,83.3,8.4,0.6,45.93,,,,,5.365041,3.8271184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2895860,809401.0,1921,1,100,64.3,9.7,,22.43,40.705752000000004,-74.013374,1.0,13.0,,3.1103992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10742,3520646,99482.0,1964,1,100,137.6,3.6,1.4,53.45,40.633876,-73.957922,14.0,766.0,6.629099,3.9787467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
