Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
4088,2721378,88181.0,1930,1,100,88.9,6.7,0.7,27.75,40.75482,-73.964541,6.0,8603.0,5.7229314,3.3232358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13873,4046796,271380.0,1947,12,100,110.7,4.5,1.0,42.8,,,,,7.221032,3.7565382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,4040788,76676.0,2008,1,100,64.3,11.8,0.3,22.61,40.740596999999994,-73.996788,4.0,81.0,4.5336742,3.1183922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12780,4326541,144932.0,1951,1,100,101.8,4.7,0.9,,,,,,6.4896607,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12942,5833051,132000.0,1949,1,100,85.6,3.8,0.7,55.07,,,,,6.2649207,4.008605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11238,4392513,66000.0,1938,1,100,89.4,2.9,0.8,,40.629446,-73.96691,14.0,456.0,5.622211,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12518,4952692,65000.0,1939,1,100,67.9,2.8,0.6,23.09,,,,,5.4810557,3.1393995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12622,2800245,53400.0,1932,1,100,74.9,3.2,0.7,54.03,,,,,5.2837114,3.9895394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548,4408056,463500.0,1956,1,100,93.6,4.8,0.8,30.69,,,,,7.513764,3.4239368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12875,4035683,238443.0,1963,1,100,73.9,4.6,0.6,,,,,,6.672919,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12092,3447946,71490.0,1930,1,100,78.1,3.5,0.7,80.26,,,,,5.6743536,4.3852715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12753,5863633,139464.0,1989,1,100,73.5,0.9,0.7,,,,,,6.0776424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8429,4926056,75288.0,1929,1,100,151.7,3.7,0.6,169.85,40.855865,-73.864756,11.0,228.0,6.5336437,5.134916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,2941948,751412.0,1965,1,100,19.9,5.5,,,40.705512,-73.947161,1.0,491.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11548,4397366,71400.0,1939,1,95,70.1,2.4,0.7,41.51,40.600124,-73.962459,15.0,394.0,5.5935955,3.7259343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7169,3414699,66000.0,1927,1,100,76.0,4.0,0.0,,40.847702000000005,-73.913488,5.0,217.0,5.7166986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,2802695,163969.0,1923,1,100,69.0,5.3,0.5,30.64,40.787889,-73.955329,11.0,16002.0,6.1525197,3.4223063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9859,5949540,135575.0,2008,1,100,66.6,7.9,0.4,33.01,40.721321,-73.956135,1.0,557.0,5.622211,3.4968104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,3927529,228017.0,1974,1,100,49.3,14.4,,19.17,40.80727,-73.94426999999999,10.0,200.0,,2.9533465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9419,3521009,60911.0,1910,1,100,80.7,3.4,0.8,,40.67304,-73.943333,8.0,341.0,5.4031277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,2669760,87869.0,1929,1,100,55.7,4.4,,25.74,40.773436,-73.945327,8.0,136.0,5.299317,3.2480462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10371,2661261,61954.0,1952,1,100,95.4,6.0,0.8,,40.656399,-73.921359,17.0,886.0,5.538121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10691,4670655,57264.0,1930,1,100,58.6,3.4,0.5,,40.641899,-73.959448,14.0,51602.0,4.9656377,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13798,3513910,87978.0,1930,1,100,85.1,6.0,,87.57,,,,,6.0400167,4.4724383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13009,4408024,115566.0,1948,1,100,82.3,3.8,0.7,,,,,,6.1264324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11359,4410374,78000.0,1927,1,100,102.6,13.1,0.6,43.49,40.621913,-73.955682,14.0,760.0,5.486041,3.772531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,2801571,65400.0,1927,1,100,96.6,4.2,0.9,101.89,40.849702,-73.91929,5.0,21501.0,5.611667,4.6238937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5262,4135665,128640.0,2012,1,100,64.1,4.9,0.5,103.84,40.808426000000004,-73.93527399999999,11.0,242.0,5.7636223,4.6428514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2658276,135458.0,1924,1,100,34.2,10.0,,,40.806172,-73.96522900000001,9.0,199.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5689,2809801,63194.0,1967,1,100,64.2,0.0,0.7,,40.815154,-73.96,9.0,211.0,5.372961,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12791,2811100,82700.0,1962,1,100,86.6,0.9,0.9,115.45,,,,,5.913503,4.7488375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6293,3417095,104180.0,2006,1,100,89.3,7.6,0.7,93.27,40.862659,-73.921856,12.0,291.0,5.853351,4.5354986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581,4479639,57148.0,1920,1,100,110.2,4.7,0.0,48.88,40.807006,-73.957188,10.0,257.0,6.0518537,3.8893683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,2977443,80000.0,2001,1,100,88.1,9.4,0.6,43.32,,,,,5.851915,3.7686145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3434,4039221,104810.0,1925,1,100,60.3,9.6,0.3,32.51,40.787277,-73.977376,7.0,171.0,5.0757985,3.4815476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,2721025,75655.0,1915,1,100,130.6,14.6,0.0,24.02,40.745022999999996,-73.984291,5.0,74.0,6.123808,3.178887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7809,4690322,247530.0,1963,1,100,60.1,4.8,0.0,,40.885301,-73.8954,8.0,279.0,6.648466,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10488,2794128,75798.0,1931,1,100,82.7,5.5,0.7,66.17,40.656622,-73.958066,9.0,79601.0,5.550631,4.1922274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8967,2678604,978544.0,1991,1,100,93.1,17.7,0.3,,40.692882,-73.987256,2.0,11.0,7.4004374,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14028,3121387,257000.0,1951,1,100,82.5,3.2,0.8,,,,,,6.80406,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8735,4926933,281965.0,1936,1,100,116.5,,,7571.51,40.884257,-73.917621,8.0,301.0,7.7151237,8.932148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4776,2675807,173873.0,1927,1,100,72.5,8.6,0.4,30.62,40.776003,-73.960233,8.0,140.0,5.659482,3.4216535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,2630961,,1951,1,100,84.3,4.2,0.7,,,,,,6.581055,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5599,2790748,81213.0,2006,1,100,62.1,5.6,0.5,23.74,40.809368,-73.953007,10.0,257.0,5.417433,3.1671615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13063,4945431,524895.0,1965,1,100,128.3,5.4,1.1,,,,,,8.0305395,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,2805279,71532.0,1963,1,100,121.0,10.5,0.9,84.84,40.767346999999994,-73.986137,4.0,139.0,5.771753,4.4407673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11043,3935609,60144.0,1936,1,100,101.3,3.7,0.9,82.39,40.632498,-74.032184,10.0,44.0,5.665388,4.411464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,4408015,164334.0,1965,1,100,89.3,6.0,0.7,66.3,,,,,6.4628735,4.19419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7682,2710938,58368.0,1920,1,100,73.2,0.6,,146.82,40.861411,-73.912223,7.0,257.0,5.7462034,4.9892073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8733,2737236,147500.0,1934,1,100,71.6,3.4,0.7,22.38,40.882699,-73.9161,8.0,301.0,6.0253825,3.1081676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12507,4408004,135070.0,1960,1,100,79.6,3.3,0.7,61.97,,,,,6.255942,4.1266503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,2670819,274000.0,2002,1,100,108.8,7.8,0.9,52.75,40.7588,-73.993535,4.0,115.0,7.1307387,3.9655638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,5848135,914767.0,1976,1,95,66.7,19.4,,0.0,40.759078,-73.976281,5.0,102.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8452,2818879,86527.0,1959,1,100,71.6,3.6,0.6,56.34,40.858218,-73.87055699999999,11.0,33201.0,5.6507335,4.031405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14642,2682283,1085148.0,1976,1,100,53.5,10.6,0.2,,,,,,6.9885974,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10606,2649575,57228.0,1930,1,100,85.9,3.9,0.8,177.21,40.648303000000006,-73.961884,14.0,51002.0,5.4214196,5.1773357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,4041531,160049.0,1926,1,100,124.2,8.9,1.0,79.92,40.777019,-73.98281,7.0,155.0,6.704292,4.3810263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14619,2775191,85814.0,1963,1,100,113.8,4.5,1.0,,40.598986,-73.756702,14.0,99801.0,6.1072454,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13171,5840461,75447.0,1965,1,100,10.8,,0.1,2.1,,,,,3.2884018,0.7419373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10813,2792862,442034.0,1919,1,100,50.8,8.9,0.2,,40.640848,-73.98245899999999,12.0,228.0,6.170029,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10643,4938575,67500.0,1940,1,100,58.9,3.2,0.5,32.17,40.645814,-73.962376,14.0,512.0,5.1416636,3.4710343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792,3535996,71000.0,1927,1,100,83.3,3.4,,71.23,40.881306,-73.89710600000001,8.0,279.0,5.9589415,4.265914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14458,4428583,152100.0,1960,2,100,24.8,5.9,0.0,38.68,,,,,3.3809946,3.6553228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,3109638,115179.0,2006,1,100,88.6,,,100.89,40.841192,-73.92076800000001,4.0,21302.0,6.005614,4.614031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2645058,63214.0,1912,1,100,81.9,12.9,0.2,36.99,40.742883,-73.990686,5.0,58.0,5.1457486,3.6106477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,4398177,2812739.0,1930,1,100,72.6,13.5,,27.48,40.747878,-73.98497900000001,5.0,76.0,5.463408,3.3134584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,4039686,60480.0,1965,1,100,89.5,4.5,0.8,78.81,40.645884,-73.94516899999999,17.0,856.0,5.4697466,4.3670397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,3134101,183449.0,1902,1,100,100.6,15.4,0.1,10.0,40.741028,-73.989946,5.0,56.0,6.465367,2.3025851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10607,3521012,70566.0,1939,1,100,73.1,3.9,0.7,81.95,40.64832,-73.960688,14.0,51002.0,5.403578,4.4061093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11041,2800713,81600.0,1931,1,100,83.8,3.0,0.8,,40.632452,-74.028797,10.0,66.0,5.7592173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,5877498,199500.0,1972,1,95,31.1,5.0,0.2,32.75,40.848924,-73.900272,5.0,379.0,5.68358,3.488903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8926,5050272,223712.0,1962,1,40,36.2,6.6,0.1,,40.700594,-73.987734,2.0,13.0,5.083266,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11974,3118948,67000.0,1970,1,100,61.4,3.6,0.5,50.05,40.585122,-73.934148,15.0,622.0,5.410753,3.9130225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13675,4953980,114151.0,1955,1,100,96.8,3.9,0.1,47.7,,,,,6.539875,3.8649313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,4999056,103384.0,1910,1,100,23.3,6.8,,,40.738398,-73.987666,5.0,50.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8372,4408629,129000.0,1928,1,100,84.5,3.7,0.8,69.53,40.852727,-73.868818,11.0,22401.0,6.1950173,4.2417583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,4950710,119598.0,2013,1,95,48.7,8.5,0.2,29.84,40.716735,-73.952051,1.0,515.0,4.813809,3.3958497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,2796881,214820.0,1965,1,100,72.3,10.0,0.3,,,,,,6.115671,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7756,2774279,55800.0,1963,1,100,49.2,3.1,0.4,37.99,40.87737,-73.885739,7.0,411.0,4.893352,3.637323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,2797344,172006.0,1950,1,100,109.6,8.2,0.0,66.13,40.77323,-73.96645600000001,8.0,130.0,6.693819,4.1916223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,2652757,224919.0,1913,1,100,77.3,16.2,0.0,20.27,40.75886,-73.98484300000001,5.0,125.0,6.035721,3.009142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,5220576,54778.0,1923,4,100,22.8,2.2,0.2,0.0,40.788659,-73.97130899999999,7.0,173.0,4.7613187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062,4842743,96000.0,1927,1,100,114.2,4.5,1.0,134.47,40.841498,-73.911136,4.0,225.0,6.268338,4.901341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
